"from","to","weight"
"Saint-Omer [1201 to 1300]","Thérouanne [1488]",91
"Saint-Omer [1201 to 1300]","Tours [1501 to 1600]",77
"Saint-Omer [1201 to 1300]","Watten O.S.A.",74
"Saint-Omer [1518]","Saint-Quentin",81
"Saint-Omer [1518]","Senlis",76
"Saint-Omer [1518]","Soissons",76
"Saint-Omer [1518]","Thérouanne [1401 to 1500]",90
"Saint-Omer [1518]","Thérouanne [1488]",75
"Saint-Omer [1518]","Tours [1501 to 1600]",81
"Saint-Omer [1518]","Verdun",73
"Saint-Omer Saint-Bertin O.S.B.","Saint-Thierry Saint-Thierry O.S.B.",86
"Saint-Paul-Trois-Châteaux","Tarentaise",73
"Saint-Paul-Trois-Châteaux","Uzès",84
"Saint-Paul-Trois-Châteaux","Valence Saint-Ruf",79
"Saint-Paul-Trois-Châteaux","Vienne",71
"Saint-Paul-Trois-Châteaux","Viviers",71
"Saint-Pierre de La Couture O.S.B.","Sarum",73
"Saint-Pierre de La Couture O.S.B.","Soissons",71
"Saint-Pierre de La Couture O.S.B.","Tours [1501 to 1600]",72
"Saint-Pierre de La Couture O.S.B.","Tours Saint-Julien O.S.B.",71
"Saint-Pierre de La Couture O.S.B.","Tréguier",87
"Saint-Quentin","Senlis",85
"Saint-Quentin","Soissons",80
"Saint-Quentin","Thérouanne [1401 to 1500]",85
"Saint-Quentin","Thérouanne [1488]",76
"Saint-Quentin-en-l'Isle O.S.B.","Saint-Thierry Saint-Thierry O.S.B.",89
"Saint-Riquier","Saint-Thierry Saint-Thierry O.S.B.",75
"Saint-Riquier","Tours [1501 to 1600]",71
"Saint-Thierry Saint-Thierry O.S.B.","Villiers-aux-Nonnains Notre-Dame O.S.B.f",75
"Saintes","Tours [1501 to 1600]",71
"Sarum","Sens",79
"Sarum","Thérouanne [1401 to 1500]",71
"Sarum","Tours [1501 to 1600]",75
"Sarum","Tréguier",89
"Sarum","Verdun",71
"Sarum","York",83
"Saumur Saint-Florent O.S.B.","Tours Saint-Julien O.S.B.",72
"Senlis","Soissons",80
"Senlis","Thérouanne [1401 to 1500]",80
"Senlis","Thérouanne [1488]",76
"Senlis","Tours [1501 to 1600]",71
"Sens","Tours [1501 to 1600]",77
"Sens","Tréguier",74
"Sens","Verdun",78
"Sens","York",90
"Sens Saint-Pierre-le-Vif O.S.B.","Tarentaise",75
"Sevilla","Tours [1501 to 1600]",74
"Sion-en-Valais","Tarentaise",83
"Sisteron","Toulouse",77
"Sisteron","Uzès",72
"Sisteron","Valence Saint-Ruf",72
"Sisteron","Valencia",76
"Soissons","Thérouanne [1401 to 1500]",78
"Soissons","Thérouanne [1488]",73
"Soissons","Tours [1401 to 1600]",81
"Soissons","Tours [1501 to 1600]",75
"Soissons","Tours Saint-Julien O.S.B.",75
"Soissons","Tréguier",71
"Soissons","Verdun",71
"Tarentaise","Uzès",85
"Thérouanne [1401 to 1500]","Thérouanne [1488]",80
"Thérouanne [1401 to 1500]","Tours [1501 to 1600]",85
"Thérouanne [1401 to 1500]","Verdun",73
"Thérouanne [1488]","Watten O.S.A.",71
"Toul","Tours [1501 to 1600]",87
"Toul","Verdun",83
"Toulouse","Uzès",72
"Toulouse","Valencia",73
"Tournai","Tours [1501 to 1600]",76
"Tours [1401 to 1600]","Tours Saint-Julien O.S.B.",71
"Tours [1401 to 1600]","Tours Saint-Martin",76
"Tours [1401 to 1600]","Tréguier",73
"Tours [1501 to 1600]","Tours Saint-Julien O.S.B.",77
"Tours [1501 to 1600]","Tréguier",77
"Tours [1501 to 1600]","Utrecht",71
"Tours [1501 to 1600]","Verdun",87
"Tours [1501 to 1600]","Villiers-aux-Nonnains Notre-Dame O.S.B.f",79
"Tours [1501 to 1600]","York",74
"Tours Saint-Julien O.S.B.","Tréguier",74
"Tours Saint-Julien O.S.B.","Verdun",72
"Tréguier","York",78
"Troyes [1470 to 1507]","Troyes [1536]",79
"Utrecht","Valencia",72
"Uzès","Valencia",81
"Valence","Viviers",72
"Valence Saint-Ruf","Vienne",73
"Verdun","York",71
